#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	1.495374092232131247e-01 5.819804350628400291e-01 5.471849786597964699e-04 -4.813212635293613053e-04 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	1.495285633221408450e-01 5.819867993253802219e-01 2.212926411627413187e-03 -1.830419548170215179e-03 -6.466364936130205567e-09 5.589859476529341362e-09
.0156250	1.495020287584815089e-01 5.820058925305831021e-01 4.417465710026240687e-03 -3.689912477467196909e-03 -2.585693405032496371e-08 2.235636704448476054e-08
.0234375	1.494581325472847666e-01 5.820389423632946757e-01 6.599259301232473542e-03 -5.630508981846629388e-03 -5.814678162637536952e-08 5.028841118939611905e-08
.0312500	1.493968067819877454e-01 5.820856113903628559e-01 8.785353694342221825e-03 -7.543361893850043624e-03 -1.032945276331488870e-07 8.936711502943046652e-08
.0390625	1.493180562363018438e-01 5.821458159298751323e-01 1.096996524483193070e-02 -9.447327682922928432e-03 -1.612423881187728526e-07 1.395658755418999593e-07
.0468750	1.492219046792365722e-01 5.822195171755062404e-01 1.315123370897048824e-02 -1.134600270886019363e-02 -2.319162602826348441e-07 2.008503744902522758e-07
.0546875	1.491083872609660910e-01 5.823066916586836506e-01 1.532793589118785355e-02 -1.324051588715134675e-02 -3.152258428186941389e-07 2.731785588140196515e-07
.0625000	1.489775481586883277e-01 5.824073222067763789e-01 1.749905923971633789e-02 -1.513119074218198697e-02 -4.110647850455967592e-07 3.565006090190590171e-07
.0703125	1.488294396197611946e-01 5.825213943622358226e-01 1.966368116479986008e-02 -1.701801754769616953e-02 -5.193108633985424118e-07 4.507588989384327459e-07
.0781250	1.486641214893806573e-01 5.826488947096070126e-01 2.182092517226564415e-02 -1.890082645700016592e-02 -6.398261844155488653e-07 5.558879483894683476e-07
.0859375	1.484816609357264838e-01 5.827898099925983288e-01 2.396994231686207233e-02 -2.077936204910540638e-02 -7.724574134920287425e-07 6.718143696804084357e-07
.0937500	1.482821322642320916e-01 5.829441265990881194e-01 2.610990257338381346e-02 -2.265331923781828752e-02 -9.170360287484337618e-07 7.984568085840387256e-07
.1015625	1.480656167744996698e-01 5.831118302327341629e-01 2.823999059433042469e-02 -2.452236207163785431e-02 -1.073378599206373801e-06 9.357258807163358285e-07
.1093750	1.478322026379287613e-01 5.832929056853803917e-01 3.035940359073955458e-02 -2.638613423272300265e-02 -1.241287086640934198e-06 1.083524103579343178e-06
.1171875	1.475819847849321464e-01 5.834873366664897754e-01 3.246735031562129892e-02 -2.824426520503528493e-02 -1.420549170279411028e-06 1.241745824851515556e-06
.1250000	1.473150647957736370e-01 5.836951056658942205e-01 3.456305065096861723e-02 -3.009637405223005921e-02 -1.610938593426805108e-06 1.410277148138700140e-06
.1328125	1.470315507916965525e-01 5.839161938363826021e-01 3.664573553868914063e-02 -3.194207181370915111e-02 -1.812215531197825497e-06 1.588995856270124899e-06
.1406250	1.467315573244348526e-01 5.841505808881543027e-01 3.871464711394952823e-02 -3.378096306719769598e-02 -2.024126978472350944e-06 1.777771332944330276e-06
.1484375	1.464152052630033063e-01 5.843982449902808129e-01 4.076903895910989617e-02 -3.561264697455941708e-02 -2.246407157046913575e-06 1.976464483453964410e-06
.1562500	1.460826216771404784e-01 5.846591626761435956e-01 4.280817642941067702e-02 -3.743671799858201699e-02 -2.478777940850933862e-06 2.184927655773536409e-06
.1640625	1.457339397170678563e-01 5.849333087509271945e-01 4.483133701998574805e-02 -3.925276640727945465e-02 -2.720949298409063091e-06 2.403004561880000355e-06
.1718750	1.453692984894149054e-01 5.852206561999505618e-01 4.683781075576411157e-02 -4.106037863549355516e-02 -2.972619751387894393e-06 2.630530200404385303e-06
.1796875	1.449888429292802150e-01 5.855211760970642221e-01 4.882690059082112066e-02 -4.285913755449217988e-02 -3.233476847902787638e-06 2.867330782408546137e-06
.1875000	1.445927236684785566e-01 5.858348375126445351e-01 5.079792280872139770e-02 -4.464862268071485840e-02 -3.503197649820455619e-06 3.113223659333217321e-06
.1953125	1.441810969000818232e-01 5.861616074209163862e-01 5.275020741860068224e-02 -4.642841034243525011e-02 -3.781449232623133965e-06 3.368017255523908302e-06
.2031250	1.437541242393997609e-01 5.865014506064789579e-01 5.468309854171937018e-02 -4.819807382388675149e-02 -4.067889196722036117e-06 3.631511005784926252e-06
.2109375	1.433119725815749923e-01 5.868543295700068274e-01 5.659595478653758893e-02 -4.995718349269716307e-02 -4.362166189194997563e-06 3.903495297948787194e-06
.2187500	1.428548139559878694e-01 5.872202044331724657e-01 5.848814960934283630e-02 -5.170530692128279260e-02 -4.663920434530253367e-06 4.183751422720359000e-06
.2265625	1.423828253776810993e-01 5.875990328428835063e-01 6.035907165900199906e-02 -5.344200900687719885e-02 -4.972784273244092104e-06 4.472051531316961814e-06
.2343750	1.418961886960256602e-01 5.879907698749746725e-01 6.220812510457064681e-02 -5.516685209416805069e-02 -5.288382707303374277e-06 4.768158600766655555e-06
.2421875	1.413950904408584619e-01 5.883953679375215629e-01 6.403472994494548154e-02 -5.687939610286470854e-02 -5.610333951164204441e-06 5.071826408769522187e-06
.2500000	1.408797216663261742e-01 5.888127766739617019e-01 6.583832229954277027e-02 -5.857919866392015396e-02 -5.938249986760663554e-06 5.382799519951923579e-06
.2578125	1.403502777926750600e-01 5.892429428662305790e-01 6.761835467936429256e-02 -6.026581526629955915e-02 -6.271737122087766383e-06 5.700813281469186706e-06
.2656250	1.398069584462293680e-01 5.896858103381343863e-01 6.937429623889294905e-02 -6.193879941205311657e-02 -6.610396551770375766e-06 6.025593831103884064e-06
.2734375	1.392499672978007863e-01 5.901413198591904941e-01 7.110563300735447956e-02 -6.359770278570978097e-02 -6.953824918059459377e-06 6.356858119521386346e-06
.2812500	1.386795118997717902e-01 5.906094090491698090e-01 7.281186809973562435e-02 -6.524207543606941329e-02 -7.301614871943193157e-06 6.694313944834347128e-06
.2890625	1.380958035220950508e-01 5.910900122835889281e-01 7.449252190749501568e-02 -6.687146597099422052e-02 -7.653355632834324336e-06 7.037660002395228898e-06
.2968750	1.374990569874506297e-01 5.915830606004044423e-01 7.614713226888374098e-02 -6.848542176558326811e-02 -8.008633545908441879e-06 7.386585948869380207e-06
.3046875	1.368894905057967959e-01 5.920884816081590785e-01 7.777525461872454582e-02 -7.008348918463061517e-02 -8.367032635948813707e-06 7.740772482897464852e-06
.3125000	1.362673255085500301e-01 5.926061993958318119e-01 7.937646211789287087e-02 -7.166521381909772559e-02 -8.728135156427382723e-06 8.099891444173956039e-06
