#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	8.168358418370542983e-04 7.258500415379068871e-01 8.877806811431797311e-08 -8.878239043451487129e-08 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	8.168344546837447628e-04 7.258500429252566777e-01 3.551114609922177399e-07 -3.550467191691549174e-07 -1.045888876337105003e-12 1.045539153671564862e-12
.0156250	8.168302932379514422e-04 7.258500470873061605e-01 7.102193511127091598e-07 -7.100481775551850321e-07 -4.183519983616720161e-12 4.182119944292845884e-12
.0234375	8.168233575412366847e-04 7.258500540232623033e-01 1.065320047922319113e-06 -1.065003643484881417e-06 -9.412786753598200994e-12 9.409636510484226568e-12
.0312500	8.168136476644830262e-04 7.258500637332435668e-01 1.420409872457018966e-06 -1.419963796247212412e-06 -1.673351157844099254e-11 1.672791051523986155e-11
.0390625	8.168011637066845219e-04 7.258500762172032106e-01 1.775485219086855228e-06 -1.774914070845960547e-06 -2.614544581558229210e-11 2.613669421480295704e-11
.0468750	8.167859057950665504e-04 7.258500914750363187e-01 2.130542472729046432e-06 -2.129848490484258747e-06 -3.764826978749215366e-11 3.763567278721867833e-11
.0546875	8.167678740851039201e-04 7.258501095065984510e-01 2.485578016881008130e-06 -2.484762601672238893e-06 -5.124159282546355717e-11 5.122444557442392381e-11
.0625000	8.167470687605262901e-04 7.258501303117126380e-01 2.840588235554022814e-06 -2.839651844986542992e-06 -6.692495324767326509e-11 6.690255031973140970e-11
.0703125	8.167234900333176281e-04 7.258501538901714900e-01 3.195569512124884311e-06 -3.194512631053905439e-06 -8.469781837774355185e-11 8.466946135009233823e-11
.0781250	8.166971381437127409e-04 7.258501802417379745e-01 3.550518230695690596e-06 -3.549341147004054663e-06 -1.045595845821926606e-10 1.045245748922055990e-10
.0859375	8.166680133601949979e-04 7.258502093661460819e-01 3.905430775710195890e-06 -3.904133709478801270e-06 -1.265095772681312605e-10 1.264672361968937087e-10
.0937500	8.166361159794900421e-04 7.258502412631000489e-01 4.260303531872240538e-06 -4.258887029147285753e-06 -1.505470509620778500e-10 1.504966747957803484e-10
.1015625	8.166014463265626466e-04 7.258502759322754683e-01 4.615132885534083751e-06 -4.613596925919244129e-06 -1.766711893418486769e-10 1.766120267452571273e-10
.1093750	8.165640047546125942e-04 7.258503133733211765e-01 4.969915223446761922e-06 -4.968259507150244274e-06 -2.048811050596561163e-10 2.048124778056636964e-10
.1171875	8.165237916450658953e-04 7.258503535858561451e-01 5.324646932086921051e-06 -5.322871856220517272e-06 -2.351758400109465836e-10 2.350971016182397478e-10
.1250000	8.164808074075693674e-04 7.258503965694709237e-01 5.679324399822408090e-06 -5.677430130223671628e-06 -2.675543653887939928e-10 2.674648011510198108e-10
.1328125	8.164350524799846714e-04 7.258504423237283065e-01 6.033944015772132415e-06 -6.031930637081691110e-06 -3.020155815825685288e-10 3.019144385083447087e-10
.1406250	8.163865273283805058e-04 7.258504908481629991e-01 6.388502170274501297e-06 -6.386369462833825095e-06 -3.385583182093628673e-10 3.384448753143076685e-10
.1484375	8.163352324470242579e-04 7.258505421422808412e-01 6.742995254172664707e-06 -6.740743217058881565e-06 -3.771813341205619275e-10 3.770549607225778596e-10
.1562500	8.162811683583727886e-04 7.258505962055593619e-01 7.097419659246591053e-06 -7.095048587495435505e-06 -4.178833176535427658e-10 4.177433570512865316e-10
.1640625	8.162243356130659266e-04 7.258506530374484456e-01 7.451771779161008017e-06 -7.449281684244484234e-06 -4.606628866859363830e-10 4.605085610994417770e-10
.1718750	8.161647347899159523e-04 7.258507126373697771e-01 7.806048008604110644e-06 -7.803438798271635030e-06 -5.055185883460065115e-10 5.053491898312005896e-10
.1796875	8.161023664958964299e-04 7.258507750047160645e-01 8.160244743158424403e-06 -8.157516524944953817e-06 -5.524488992709656604e-10 5.522637528780482480e-10
.1875000	8.160372313661328836e-04 7.258508401388518161e-01 8.514358380205261034e-06 -8.511511120833869474e-06 -6.014522258105652551e-10 6.012505990399410442e-10
.1953125	8.159693300638944493e-04 7.258509080391146728e-01 8.868385318390540608e-06 -8.865418915176563985e-06 -6.525269037347311818e-10 6.523081649243188559e-10
.2031250	8.158986632805788038e-04 7.258509787048135209e-01 9.222321957378740317e-06 -9.219236668380545853e-06 -7.056711987064090229e-10 7.054346509060742524e-10
.2109375	8.158252317357024075e-04 7.258510521352283806e-01 9.576164699188855162e-06 -9.572960447914087318e-06 -7.608833062036895512e-10 7.606281156391449516e-10
.2187500	8.157490361768878189e-04 7.258511283296121830e-01 9.929909947108898132e-06 -9.926586554593632133e-06 -8.181613510565123136e-10 8.178869193624548710e-10
.2265625	8.156700773798513347e-04 7.258512072871889931e-01 1.028355410547334907e-05 -1.028011182698651679e-05 -8.775033882808725228e-10 8.772091407930279879e-10
.2343750	8.155883561483894375e-04 7.258512890071550094e-01 1.063709358114887587e-05 -1.063353243639693600e-05 -9.389074031482758974e-10 9.385924396472023760e-10
.2421875	8.155038733143653512e-04 7.258513734886784530e-01 1.099052478258602860e-05 -1.098684468364133182e-05 -1.002371310404981597e-09 1.002034971250861607e-09
.2500000	8.154166297376955978e-04 7.258514607308994560e-01 1.134384411984709328e-05 -1.134004509141903910e-05 -1.067892955044989269e-09 1.067534615650054687e-09
.2578125	8.153266263063340584e-04 7.258515507329305061e-01 1.169704800504384873e-05 -1.169313005017167607e-05 -1.135470112366788604e-09 1.135089056285228035e-09
.2656250	8.152338639362572293e-04 7.258516434938550033e-01 1.205013285202479286e-05 -1.204609612248584187e-05 -1.205100487999002759e-09 1.204695884739956499e-09
.2734375	8.151383435714501264e-04 7.258517390127292579e-01 1.240309507735051634e-05 -1.239893926052790958e-05 -1.276781717489390436e-09 1.276352935690414764e-09
.2812500	8.150400661838892637e-04 7.258518372885818248e-01 1.275593109858579620e-05 -1.275165640670158201e-05 -1.350511366888413534e-09 1.350057929884300253e-09
.2890625	8.149390327735250893e-04 7.258519383204126152e-01 1.310863733617854191e-05 -1.310424382629616951e-05 -1.426286933658064829e-09 1.425807739363333066e-09
.2968750	8.148352443682664809e-04 7.258520421071931183e-01 1.346121021292682023e-05 -1.345669764087757882e-05 -1.504105844370187048e-09 1.503600363839293476e-09
.3046875	8.147287020239625316e-04 7.258521486478677343e-01 1.381364615309655688e-05 -1.380901473439153053e-05 -1.583965456837544073e-09 1.583433375398130529e-09
.3125000	8.146194068243858529e-04 7.258522579413528852e-01 1.416594158379696900e-05 -1.416119144318157975e-05 -1.665863060439504901e-09 1.665303423423091298e-09
.3203125	8.145073598812128425e-04 7.258523699865365719e-01 1.451809293453568985e-05 -1.451322414347853574e-05 -1.749795874994229820e-09 1.749207660381914789e-09
.3281250	8.143925623340055779e-04 7.258524847822798165e-01 1.487009663773509809e-05 -1.486510880876452174e-05 -1.835761050740348156e-09 1.835143488554657564e-09
.3359375	8.142750153501929515e-04 7.258526023274154415e-01 1.522194912735246726e-05 -1.521684224208040319e-05 -1.923755668909818892e-09 1.923108370785755788e-09
.3437500	8.141547201250485524e-04 7.258527226207477367e-01 1.557364684014877026e-05 -1.556842104154016506e-05 -2.013776742387458318e-09 2.013099292715634724e-09
.3515625	8.140316778816729945e-04 7.258528456610534585e-01 1.592518621566533176e-05 -1.591984167574522139e-05 -2.105821215687175959e-09 2.105112928895153887e-09
.3593750	8.139058898709717986e-04 7.258529714470814964e-01 1.627656369628380830e-05 -1.627110049524991596e-05 -2.199885964808878323e-09 2.199145598949151863e-09
.3671875	8.137773573716350090e-04 7.258530999775533177e-01 1.662777572733482704e-05 -1.662219361015414493e-05 -2.295967796072642409e-09 2.295194774059506897e-09
.3750000	8.136460816901160522e-04 7.258532312511628559e-01 1.697881875623984143e-05 -1.697311783334979577e-05 -2.394063448027573525e-09 2.393257354307213045e-09
.3828125	8.135120641606072333e-04 7.258533652665756231e-01 1.732968923377649001e-05 -1.732386950118027790e-05 -2.494169591535264086e-09 2.493329327437479895e-09
.3906250	8.133753061450195703e-04 7.258535020224297085e-01 1.768038361364362805e-05 -1.767444495709437054e-05 -2.596282828644178645e-09 2.595407807463594374e-09
.3984375	8.132358090329583995e-04 7.258536415173355572e-01 1.803089835228335240e-05 -1.802484079484593620e-05 -2.700399692932608353e-09 2.699489526996310664e-09
.4062500	8.130935742417007154e-04 7.258537837498761913e-01 1.838122990914930083e-05 -1.837505357976718220e-05 -2.806516650867632340e-09 2.805570940064917456e-09
.4140625	8.129486032161703426e-04 7.258539287186065447e-01 1.873137474693564573e-05 -1.872507980613611343e-05 -2.914630102366599638e-09 2.913647267463900020e-09
.4218750	8.128008974289138667e-04 7.258540764220541286e-01 1.908132933218229234e-05 -1.907491537637956476e-05 -3.024736376920428132e-09 3.023715850390009350e-09
.4296875	8.126504583800749386e-04 7.258542268587183655e-01 1.943109013313985432e-05 -1.942455749031352509e-05 -3.136831737169524542e-09 3.135773764049058629e-09
.4375000	8.124972875973699880e-04 7.258543800270712554e-01 1.978065362247084517e-05 -1.977400233619717139e-05 -3.250912381224495468e-09 3.249815008240914560e-09
.4453125	8.123413866360629622e-04 7.258545359255582641e-01 2.013001627643401262e-05 -2.012324592029332541e-05 -3.366974436469744452e-09 3.365837174131312664e-09
.4531250	8.121827570789376784e-04 7.258546945525965466e-01 2.047917457339029450e-05 -2.047228539978576762e-05 -3.485013963498811869e-09 3.483836933158203300e-09
.4609375	8.120214005362708272e-04 7.258548559065758354e-01 2.082812499616532574e-05 -2.082111701703185671e-05 -3.605026958234735374e-09 3.603809389372898412e-09
.4687500	8.118573186458050844e-04 7.258550199858579965e-01 2.117686403060426464e-05 -2.116973748108799471e-05 -3.727009348615956989e-09 3.725750010348361454e-09
.4765625	8.116905130727221146e-04 7.258551867887780285e-01 2.152538816700024621e-05 -2.151814273265243165e-05 -3.850956995523985480e-09 3.849654997641175969e-09
.4843750	8.115209855096143813e-04 7.258553563136439513e-01 2.187369389814003995e-05 -2.186632968845441400e-05 -3.976865692230809508e-09 3.975521193064970589e-09
.4921875	8.113487376764552238e-04 7.258555285587353634e-01 2.222177772100309968e-05 -2.221429485698301481e-05 -4.104731168967114656e-09 4.103342578459331372e-09
.5000000	8.111737713205705589e-04 7.258557035223044407e-01 2.256963613673542416e-05 -2.256203439807501725e-05 -4.234549086023592974e-09 4.233115992989590878e-09
.5078125	8.109960882166090653e-04 7.258558812025764917e-01 2.291726564940189782e-05 -2.290954523831039330e-05 -4.366315039793054821e-09 4.364836948641554216e-09
.5156250	8.108156901665139948e-04 7.258560615977498465e-01 2.326466276788719876e-05 -2.325682348342720911e-05 -4.500024560706154972e-09 4.498500243430341947e-09
.5234375	8.106325789994908628e-04 7.258562447059961897e-01 2.361182400427962936e-05 -2.360386586379838934e-05 -4.635673110664584178e-09 4.634103111308924761e-09
.5312500	8.104467565719760064e-04 7.258564305254586735e-01 2.395874587461403198e-05 -2.395066917100114874e-05 -4.773256090694629749e-09 4.771639129964730598e-09
.5390625	8.102582247676052511e-04 7.258566190542526941e-01 2.430542489966627193e-05 -2.429722959329371900e-05 -4.912768833965059808e-09 4.911103270987077537e-09
.5468750	8.100669854971847455e-04 7.258568102904677799e-01 2.465185760416703509e-05 -2.464354339709369732e-05 -5.054206607059768788e-09 5.052491897741048307e-09
.5546875	8.098730406986567008e-04 7.258570042321668137e-01 2.499804051644689395e-05 -2.498960740240001126e-05 -5.197564612060426308e-09 5.195800864685914366e-09
