#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	1.530543854725895244e+03 0.000000000000000000e+00 1.669493912229511807e+03 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	1.487768637347279991e+03 0.000000000000000000e+00 9.020948033765966102e+03 -0.000000000000000000e+00 -2.540318829962774638e-02 0.000000000000000000e+00
.0156250	1.366483096145813988e+03 0.000000000000000000e+00 1.669031070585164707e+04 -0.000000000000000000e+00 -8.769011859080430571e-02 0.000000000000000000e+00
.0234375	1.195419215458702183e+03 0.000000000000000000e+00 2.116381354109071253e+04 -0.000000000000000000e+00 -1.553863013537503390e-01 0.000000000000000000e+00
.0312500	9.948197187507631725e+02 0.000000000000000000e+00 2.323208865911955218e+04 -0.000000000000000000e+00 -1.954637861811203969e-01 0.000000000000000000e+00
.0390625	7.878338276216729810e+02 0.000000000000000000e+00 2.287304939861956154e+04 -0.000000000000000000e+00 -1.886899296175407748e-01 0.000000000000000000e+00
.0468750	5.939482542151599773e+02 0.000000000000000000e+00 2.062007049995191846e+04 -0.000000000000000000e+00 -1.360475493372041433e-01 2.131628207280300852e-19
.0546875	4.262469673903173657e+02 0.000000000000000000e+00 1.721786286460049450e+04 -0.000000000000000000e+00 -5.502346383127361407e-02 -5.684341886080801952e-19
.0625000	2.910409794227328462e+02 0.000000000000000000e+00 1.341229830580024282e+04 -0.000000000000000000e+00 2.982750385637071566e-02 6.394884621840902076e-19
.0703125	1.890278075388752654e+02 0.000000000000000000e+00 9.806637740330566885e+03 -0.000000000000000000e+00 9.668070278889831504e-02 -5.684341886080801952e-19
.0781250	1.169294828050725528e+02 0.000000000000000000e+00 6.770741597265503515e+03 -0.000000000000000000e+00 1.336667386044648187e-01 5.684341886080801952e-19
.0859375	6.910003443974760273e+01 0.000000000000000000e+00 4.431862755995959560e+03 -0.000000000000000000e+00 1.412216720936028680e-01 -5.684341886080801952e-19
.0937500	3.913668947761525629e+01 0.000000000000000000e+00 2.754318217162216115e+03 -0.000000000000000000e+00 1.280340418407677483e-01 5.684341886080801952e-19
.1015625	2.127154201431348923e+01 0.000000000000000000e+00 1.626984044254357286e+03 -0.000000000000000000e+00 1.043121238967210374e-01 4.263256414560601705e-19
.1093750	1.108503850333081608e+01 0.000000000000000000e+00 9.146504464379920591e+02 -0.000000000000000000e+00 7.791896609023488129e-02 -1.705302565824240682e-18
.1171875	5.529044447097861692e+00 0.000000000000000000e+00 4.896045863318951774e+02 -0.000000000000000000e+00 5.382465235270957049e-02 7.105427357601002199e-19
.1250000	2.635777585188325833e+00 0.000000000000000000e+00 2.494587414090586321e+02 -0.000000000000000000e+00 3.454275242681018737e-02 5.684341886080801952e-19
.1328125	1.199817874885593660e+00 0.000000000000000000e+00 1.209219861055487968e+02 -0.000000000000000000e+00 2.066772861483757301e-02 5.684341886080801952e-19
.1406250	5.212411547778489362e-01 0.000000000000000000e+00 5.575146145832261624e+01 -0.000000000000000000e+00 1.156332519599464516e-02 5.684341886080801952e-19
.1484375	2.160435212364097135e-01 0.000000000000000000e+00 2.444725815486786047e+01 -0.000000000000000000e+00 6.064812943624628243e-03 -3.979039320256561463e-18
