#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	1.191675388121931842e-03 7.254753224627029651e-01 1.666025441032251391e-07 -1.666095233068809875e-07 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	1.191672784966873793e-03 7.254753250661968300e-01 6.664082277029193675e-07 -6.662950994338126754e-07 -1.962732556004081910e-12 1.962122934604829691e-12
.0156250	1.191664975535818623e-03 7.254753328766785359e-01 1.332807841553382438e-06 -1.332509467635842313e-06 -7.850844474451121494e-12 7.848405040870920576e-12
.0234375	1.191651959928991282e-03 7.254753458927361010e-01 1.999190096322437413e-06 -1.998638756517231559e-06 -1.766407850288704041e-11 1.765859094220922800e-11
.0312500	1.191633738317525708e-03 7.254753641145283982e-01 2.665546103612271613e-06 -2.664769010465063348e-06 -3.140200590965459428e-11 3.139224918857244208e-11
.0390625	1.191610310940395675e-03 7.254753875419071019e-01 3.331867161727822392e-06 -3.330872156920356731e-06 -4.906402649390778016e-11 4.904877731082690544e-11
.0468750	1.191581678104716626e-03 7.254754161746039820e-01 3.998144544706396367e-06 -3.996935403591705456e-06 -7.064936860226721188e-11 7.062741388176317739e-11
.0546875	1.191547840185791214e-03 7.254754500122627681e-01 4.664369523203129784e-06 -4.662948638192818055e-06 -9.615708918708690337e-11 9.612721127620564345e-11
.0625000	1.191508797627123398e-03 7.254754890544524715e-01 5.330533368769841944e-06 -5.328901790529461509e-06 -1.255860738610228243e-10 1.255470475618251338e-10
.0703125	1.191464550940411933e-03 7.254755333006690510e-01 5.996627352522939096e-06 -5.994785953449868461e-06 -1.589350369153893434e-10 1.588856298057841486e-10
.0781250	1.191415100705541701e-03 7.254755827503379662e-01 6.662642747703334352e-06 -6.660591858414106068e-06 -1.962025213276752498e-10 1.961415391118536862e-10
.0859375	1.191360447570573950e-03 7.254756374028151766e-01 7.328570827644044645e-06 -7.326311208078328158e-06 -2.373868989586591613e-10 2.373131332989937882e-10
.0937500	1.191300592251730685e-03 7.254756972573860319e-01 7.994402868867835109e-06 -7.991934913067542828e-06 -2.824863706555622811e-10 2.823985544085373774e-10
.1015625	1.191235535533383171e-03 7.254757623132682687e-01 8.660130150281533204e-06 -8.657453713206018562e-06 -3.314989660365402673e-10 3.313958852646531640e-10
.1093750	1.191165278268034155e-03 7.254758325696121224e-01 9.325743951744624340e-06 -9.322859191616541743e-06 -3.844225438622702119e-10 3.843029962799270226e-10
.1171875	1.191089821376297700e-03 7.254759080254982173e-01 9.991235555861145852e-06 -9.988142749468980215e-06 -4.412547920328630861e-10 4.411176016267139879e-10
.1250000	1.191009165846878583e-03 7.254759886799380109e-01 1.065659624781313914e-05 -1.065329584756478039e-05 -5.019932278558467876e-10 5.018371590548781770e-10
.1328125	1.190923312736553432e-03 7.254760745318755699e-01 1.132181731690171940e-05 -1.131830915467376524e-05 -5.666351980387084866e-10 5.664589252218140593e-10
.1406250	1.190832263170147742e-03 7.254761655801873488e-01 1.198689005458868290e-05 -1.198317395243225389e-05 -6.351778784344469938e-10 6.349802605898393684e-10
.1484375	1.190736018340508981e-03 7.254762618236808569e-01 1.265180575468771627e-05 -1.264788205997172710e-05 -7.076182747236959820e-10 7.073981599325178097e-10
.1562500	1.190634579508481443e-03 7.254763632610955471e-01 1.331655571555122880e-05 -1.331242453713104804e-05 -7.839532227042422673e-10 7.837092979983125217e-10
.1640625	1.190527948002880225e-03 7.254764698911028153e-01 1.398113123908425372e-05 -1.397679253611955424e-05 -8.641793875120486291e-10 8.639104938711103259e-10
.1718750	1.190416125220460433e-03 7.254765817123066673e-01 1.464552363043902667e-05 -1.464097758879302157e-05 -9.482932648190922981e-10 9.479981456723619136e-10
.1796875	1.190299112625888348e-03 7.254766987232428299e-01 1.530972419967722184e-05 -1.530497065830218332e-05 -1.036291180372846522e-09 1.035968540851080757e-09
.1875000	1.190176911751707591e-03 7.254768209223789732e-01 1.597372426015285934e-05 -1.596876321965940836e-05 -1.128169289925636033e-09 1.127818044524690663e-09
.1953125	1.190049524198306822e-03 7.254769483081145998e-01 1.663751512954994089e-05 -1.663234681182603549e-05 -1.223923580462037522e-09 1.223542476718100515e-09
.2031250	1.189916951633885039e-03 7.254770808787818215e-01 1.730108813093355331e-05 -1.729571246900698514e-05 -1.323549869325534387e-09 1.323137709939833547e-09
