#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	9.332180980831845940e-02 6.338385008531588483e-01 2.427399193883611050e-04 -2.366683923950436410e-04 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	9.331799928284889578e-02 6.338420764927809037e-01 9.724246375058163104e-04 -9.363269736206293430e-04 -2.860950563050944581e-09 2.778224604628763913e-09
.0156250	9.330656863996532324e-02 6.338528035326740362e-01 1.944168575453466587e-03 -1.875454151136327335e-03 -1.144138104360460467e-08 1.111098185425003351e-08
.0234375	9.328753962632818642e-02 6.338708073382099961e-01 2.914162793875205680e-03 -2.822703684093130425e-03 -2.573406586216841179e-08 2.499232058339871938e-08
.0312500	9.326091199611422078e-02 6.338960496518752930e-01 3.883828536688206656e-03 -3.766580832945369637e-03 -4.572697667701750860e-08 4.441228787862753732e-08
.0390625	9.322669135675304419e-02 6.339285173637230208e-01 4.852626511598255588e-03 -4.708884714572396032e-03 -7.140329298822568447e-08 6.935693891434759892e-08
.0468750	9.318488596257097634e-02 6.339682007553920640e-01 5.820251778236243054e-03 -5.649825919712447506e-03 -1.027414177794816964e-07 9.980834606342425269e-08
.0546875	9.313550625968707031e-02 6.340150904379669994e-01 6.786437628443351376e-03 -6.589359364068113692e-03 -1.397149982277524656e-07 1.357446070311120820e-07
.0625000	9.307856474301365313e-02 6.340691764162922350e-01 7.750930313261661896e-03 -7.527356748988606183e-03 -1.822929511050763801e-07 1.771398539801573365e-07
.0703125	9.301407589575973189e-02 6.341304477201458178e-01 8.713481941962045174e-03 -8.463655590759046332e-03 -2.304394927894265552e-07 2.239642639451112437e-07
.0781250	9.294205615718385827e-02 6.341988922337155055e-01 9.673847946869096326e-03 -9.398077232991576893e-03 -2.841141738070486158e-07 2.761840707540545865e-07
.0859375	9.286252390153355851e-02 6.342744966074296276e-01 1.063178605296018035e-02 -1.033043463300092023e-02 -3.432719178475092924e-07 3.337615785886770977e-07
.0937500	9.277549942173174413e-02 6.343572462083481023e-01 1.158705583651183785e-02 -1.126053614184351591e-02 -4.078630652180066417e-07 3.966551770445699546e-07
.1015625	9.268100491504911720e-02 6.344471250903100934e-01 1.253941854462426939e-02 -1.218818750630392030e-02 -4.778334206345495472e-07 4.648193579770728857e-07
.1093750	9.257906446946119472e-02 6.345441159749388715e-01 1.348863704025808803e-02 -1.311319301230301146e-02 -5.531243052986211660e-07 5.382047342190994801e-07
.1171875	9.246970405002893911e-02 6.346482002389545185e-01 1.443447581243178200e-02 -1.403535617890388359e-02 -6.336726132147414189e-07 6.167580597977918236e-07
.1250000	9.235295148495188677e-02 6.347593579053429913e-01 1.537670102224312184e-02 -1.495448020172472463e-02 -7.194108716363387866e-07 7.004222521895647405e-07
.1328125	9.222883645109773709e-02 6.348775676369797782e-01 1.631508056856575614e-02 -1.587036825520493286e-02 -8.102673055385526336e-07 7.891364165700393628e-07
.1406250	9.209739045889714371e-02 6.350028067318789216e-01 1.724938416539281358e-02 -1.678282370742904123e-02 -9.061659060930556675e-07 8.828358719056616431e-07
.1484375	9.195864683654089711e-02 6.351350511195631432e-01 1.817938342584305908e-02 -1.769165028131177222e-02 -1.007026503012837160e-06 9.814521789905984705e-07
.1562500	9.181264071344594213e-02 6.352742753582421020e-01 1.910485195003470277e-02 -1.859665218023091177e-02 -1.112764840697349203e-06 1.084913170426792694e-06
.1640625	9.165940900297310512e-02 6.354204526325978319e-01 2.002556541479573807e-02 -1.949763419175918125e-02 -1.223292657985029802e-06 1.193142983306157329e-06
.1718750	9.149899038439042454e-02 6.355735547520462436e-01 2.094130166383490615e-02 -2.039440177840112431e-02 -1.338517771486149437e-06 1.306062093789892428e-06
