#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	1.976540261674058444e-03 7.246906942921014227e-01 3.872018326189138468e-07 -3.872167692257780365e-07 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	1.976534211677149176e-03 7.246907003428402216e-01 1.548801088916352881e-06 -1.548548257457959278e-06 -4.561590444756670533e-12 4.560232924521907700e-12
.0156250	1.976516061797531278e-03 7.246907184950569514e-01 3.097574177480277026e-06 -3.096909745172105273e-06 -1.824608252116639064e-11 1.824065156608178649e-11
.0234375	1.976485812360674003e-03 7.246907487454947727e-01 4.646290781673672624e-06 -4.645063309942178885e-06 -4.105263846376582279e-11 4.104041833548958354e-11
.0312500	1.976443463924133521e-03 7.246907910943319875e-01 6.194921890440478488e-06 -6.193191316424248840e-06 -7.297986205856878251e-11 7.295813792861207435e-11
.0390625	1.976389017266209133e-03 7.246908455409906136e-01 7.743439176890136834e-06 -7.741223832980332793e-06 -1.140257987324129567e-10 1.139918551791849145e-10
.0468750	1.976322473387060862e-03 7.246909120845562713e-01 9.291814231614765689e-06 -9.289122433437352848e-06 -1.641879356904703603e-10 1.641390533286063428e-10
.0546875	1.976243833508882497e-03 7.246909907238514581e-01 1.084001863268872102e-05 -1.083685492308203050e-05 -2.234632020229754553e-10 2.233966712224262524e-10
.0625000	1.976153099075923271e-03 7.246910814574584192e-01 1.238802395748985546e-05 -1.238439126437371097e-05 -2.918479689854962049e-10 2.917610795052696724e-10
.0703125	1.976050271754471385e-03 7.246911842837282514e-01 1.393580178803646792e-05 -1.393170194422255136e-05 -3.693380502073152298e-10 3.692280764180075300e-10
.0781250	1.975935353432809339e-03 7.246912992007837895e-01 1.548332371200636216e-05 -1.547875794404132065e-05 -4.559287019362981325e-10 4.557929180168883153e-10
.0859375	1.975808346221164490e-03 7.246914262065233814e-01 1.703056132477338337e-05 -1.702553033203424576e-05 -5.516146232522596445e-10 5.514503309163853363e-10
.0937500	1.975669252451648338e-03 7.246915652986212208e-01 1.857748622829394079e-05 -1.857199091789639824e-05 -6.563899565786445766e-10 6.561944601717038773e-10
.1015625	1.975518074678181066e-03 7.246917164745267925e-01 2.012407003514275723e-05 -2.011811115199891700e-05 -7.702482881723997908e-10 7.700188344447665687e-10
.1093750	1.975354815676425620e-03 7.246918797314687577e-01 2.167028437015753936e-05 -2.166386186401388536e-05 -8.931826480900270698e-10 8.929165117281930069e-10
.1171875	1.975179478443694469e-03 7.246920550664530669e-01 2.321610086576545988e-05 -2.320921520604810550e-05 -1.025185510846920770e-09 1.024880023762030834e-09
.1250000	1.974992066198860696e-03 7.246922424762624049e-01 2.476149116806997694e-05 -2.475414279900296950e-05 -1.166248796181179678e-09 1.165901240582696441e-09
.1328125	1.974792582382260860e-03 7.246924419574586329e-01 2.630642693692096846e-05 -2.629861600951049238e-05 -1.316363869397440557e-09 1.315971498649564803e-09
.1406250	1.974581030655591339e-03 7.246926535063815678e-01 2.785087984539770322e-05 -2.784260651954363641e-05 -1.475521541628735917e-09 1.475081636322501514e-09
.1484375	1.974357414901792545e-03 7.246928771191496477e-01 2.939482158154463839e-05 -2.938608593156451321e-05 -1.643712070501723735e-09 1.643221983972276779e-09
.1562500	1.974121739224932691e-03 7.246931127916598214e-01 3.093822384763042152e-05 -3.092902632815268578e-05 -1.820925161627336806e-09 1.820382133595855298e-09
.1640625	1.973874007950081593e-03 7.246933605195873263e-01 3.248105836524270906e-05 -3.247139883165285845e-05 -2.007149968145385496e-09 2.006551170889018882e-09
.1718750	1.973614225623181867e-03 7.246936202983879083e-01 3.402329687166172350e-05 -3.401317517665294936e-05 -2.202375091174363044e-09 2.201717970285987747e-09
.1796875	1.973342397010905379e-03 7.246938921232954911e-01 3.556491112069159593e-05 -3.555432776395156470e-05 -2.406588582182361303e-09 2.405870458323752887e-09
.1875000	1.973058527100507095e-03 7.246941759893228419e-01 3.710587288812162445e-05 -3.709482793040729795e-05 -2.619777942740760544e-09 2.618996009428450005e-09
.1953125	1.972762621099676764e-03 7.246944718912629035e-01 3.864615396846433004e-05 -3.863464746745180116e-05 -2.841930124898189748e-09 2.841081642638361366e-09
.2031250	1.972454684436377587e-03 7.246947798236883509e-01 4.018572617758067587e-05 -4.017375804437278648e-05 -3.073031532915690557e-09 3.072113713504209875e-09
.2109375	1.972134722758681850e-03 7.246950997809519235e-01 4.172456135244904420e-05 -4.171213148102344601e-05 -3.313068022357651570e-09 3.312078342357215403e-09
.2187500	1.971802741934594854e-03 7.246954317571857596e-01 4.326263135118267844e-05 -4.324974018108069200e-05 -3.562024904298298035e-09 3.560960690524377964e-09
.2265625	1.971458748051875803e-03 7.246957757463018401e-01 4.479990805792791208e-05 -4.478655560930009885e-05 -3.819886943978035794e-09 3.818745256238546556e-09
.2343750	1.971102747417856956e-03 7.246961317419935433e-01 4.633636338044624876e-05 -4.632254943784587547e-05 -4.086638360619053697e-09 4.085416599203353409e-09
.2421875	1.970734746559246308e-03 7.246964997377344231e-01 4.787196924971208939e-05 -4.785769410879951637e-05 -4.362262831209070237e-09 4.360958349454345444e-09
.2500000	1.970354752221927658e-03 7.246968797267786533e-01 4.940669762489237105e-05 -4.939196125456946806e-05 -4.646743490348624843e-09 4.645353482957729123e-09
.2578125	1.969962771370759383e-03 7.246972717021619159e-01 5.094052049084546848e-05 -5.092532291240075524e-05 -4.940062930800409349e-09 4.938584650329000701e-09
.2656250	1.969558811189355430e-03 7.246976756567008460e-01 5.247340986055006441e-05 -5.245775100449944959e-05 -5.242203204858187391e-09 5.240633994777516992e-09
.2734375	1.969142879079870210e-03 7.246980915829931424e-01 5.400533777464971692e-05 -5.398921780394224794e-05 -5.553145826543996215e-09 5.551482934145790318e-09
.2812500	1.968714982662770480e-03 7.246985194734184565e-01 5.553627630455415873e-05 -5.551969508524538501e-05 -5.872871770681390063e-09 5.871112640064268396e-09
.2890625	1.968275129776603325e-03 7.246989593201388358e-01 5.706619754985652434e-05 -5.704915538573920343e-05 -6.201361476728762225e-09 6.199503434387015371e-09
