#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	2.455161446464983188e-01 5.052068330523249440e-01 1.197419107304753538e-03 -9.733644334417590471e-04 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	2.454974373086167005e-01 5.052220402940931221e-01 4.789128998705649565e-03 -3.893633556309339383e-03 -1.410461176081234817e-08 1.146787002863192262e-08
.0156250	2.454413238470783964e-01 5.052676647659737341e-01 9.576068690911654357e-03 -7.786151732808832548e-03 -5.639695439288772644e-08 4.585695894874675281e-08
.0234375	2.453478299117126948e-01 5.053436862955908992e-01 1.435863143729143587e-02 -1.167553053061709534e-02 -1.268125843313683269e-07 1.031237201310819560e-07
.0312500	2.452169982305188456e-01 5.054500760088529443e-01 1.913463293326600478e-02 -1.556047513657432546e-02 -2.252442101933738326e-07 1.831956320700633989e-07
.0390625	2.450488885771245073e-01 5.055867935043946160e-01 2.390189387085150940e-02 -1.943951130267151939e-02 -3.515418643954860046e-07 2.859712826382043897e-07
.0468750	2.448435777252732648e-01 5.057537868759222066e-01 2.865824159610319555e-02 -2.331116804880650761e-02 -5.055131429795523046e-07 4.113204869192976915e-07
.0546875	2.446011593903913151e-01 5.059509927409223673e-01 3.340151175930294869e-02 -2.717397847606406458e-02 -6.869235132054641444e-07 5.590844385050176193e-07
.0625000	2.443217441582959115e-01 5.061783362757139582e-01 3.812954995632011901e-02 -3.102648057753043531e-02 -8.954966883581151487e-07 7.290758940878916814e-07
.0703125	2.440054594011221989e-01 5.064357312568245062e-01 4.284021335939769415e-02 -3.486721804623016396e-02 -1.130915069067128815e-06 9.210793911746863055e-07
.0781250	2.436524491805563131e-01 5.067230801086635150e-01 4.753137233556792296e-02 -3.869474107960257925e-02 -1.392820250355342399e-06 1.134851498682820743e-06
.0859375	2.432628741384795790e-01 5.070402739574677575e-01 5.220091205108623456e-02 -4.250760718006318939e-02 -1.680813593469636714e-06 1.370121100171175521e-06
.0937500	2.428369113751384090e-01 5.073871926914821362e-01 5.684673406014084662e-02 -4.630438195119523925e-02 -1.994456861474702915e-06 1.626589709400185863e-06
.1015625	2.423747543149701589e-01 5.077637050273431374e-01 6.146675787614519493e-02 -5.008363988902431174e-02 -2.333272917429028198e-06 1.903931817911299669e-06
.1093750	2.418766125602271888e-01 5.081696685826224691e-01 6.605892252404288456e-02 -5.384396516797096410e-02 -2.696746483892909209e-06 2.201795274249534045e-06
.1171875	2.413427117325533389e-01 5.086049299544889157e-01 7.062118807187900416e-02 -5.758395242094849209e-02 -3.084324962360938500e-06 2.519801694437617880e-06
