#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	2.936123486861922416e+01 3.947167953500777249e-13 3.483039320169837083e+00 -9.310678842330097631e-13 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	2.930697709127222339e+01 4.097833183891452791e-13 1.389353945451853178e+01 -3.943769083855834551e-12 -4.088193842783198755e-05 1.183053655040566831e-17
.0156250	2.914480460888577085e+01 4.585221091701896512e-13 2.763331749036001384e+01 -8.469669410260394216e-12 -1.620195983712824361e-04 5.247358103588340540e-17
.0234375	2.887650893874204527e+01 5.468958619303521118e-13 4.106840399236602934e+01 -1.410427330483798869e-11 -3.589468616807221248e-04 1.394440118929196621e-16
.0312500	2.850503929843033646e+01 6.867839630331218359e-13 5.405346253998868633e+01 -2.167155344068305567e-11 -6.244121142627614409e-04 3.077005317209114083e-16
.0390625	2.803444864471589071e+01 8.976153154094390629e-13 6.645136520071673658e+01 -3.221600763936294243e-11 -9.486572319356992647e-04 6.188827228470473383e-16
.0468750	2.746982006781829710e+01 1.208033673094632832e-12 7.813559969924153847e+01 -4.722267021861625835e-11 -1.319790845245088487e-03 1.181561515295470749e-15
.0546875	2.681717541466053234e+01 1.661115689444159216e-12 8.899240795831610740e+01 -6.885869652251130901e-11 -1.724239617527691983e-03 2.177102942368947010e-15
.0625000	2.608336843746918632e+01 2.320699188373964716e-12 9.892260603771433125e+01 -1.002149474516045302e-10 -2.147258055346483452e-03 3.907629775312671327e-15
.0703125	2.527596511734369500e+01 3.279820859347637452e-12 1.078430454238462062e+02 -1.458531073694757652e-10 -2.573475116197692075e-03 6.881464287289419123e-15
.0781250	2.440311408132669513e+01 4.675371201301459223e-12 1.156876869462023478e+02 -2.123528020092635415e-10 -2.987454681869935579e-03 1.191182263937662464e-14
.0859375	2.347341020914239706e+01 6.706080135643333051e-12 1.224082705918287957e+02 -3.092495148848684039e-10 -3.374246865565060181e-03 2.033502255471830958e-14
.0937500	2.249575460864612353e+01 9.662604050220124918e-12 1.279745767028960017e+02 -4.504911998992611188e-10 -3.719908096174695446e-03 3.429690309530997763e-14
