#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	1.967662421252698319e-03 7.247554380260083917e-01 3.842912203455561837e-07 -3.728021482629628736e-07 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	1.967656416732401978e-03 7.247554438510127595e-01 1.537157845066250417e-06 -1.491208600157278852e-06 -4.527296648473844893e-12 4.391971880485234760e-12
.0156250	1.967638403281453657e-03 7.247554613260263068e-01 3.074287545368203922e-06 -2.982394484263295453e-06 -1.810891028450334355e-11 1.756761980498122965e-11
.0234375	1.967608381229670259e-03 7.247554904506939844e-01 4.611360957251786630e-06 -4.473523560477588035e-06 -4.074401199892497108e-11 3.952614063870707644e-11
.0312500	1.967566351126735780e-03 7.247555312244829961e-01 6.148349938617236887e-06 -5.964570831906712556e-06 -7.243122033373517732e-11 7.026619588110239781e-11
.0390625	1.967512313742184396e-03 7.247555836466478274e-01 7.685226349890550424e-06 -7.455509027920470544e-06 -1.131686013722266313e-10 1.097859117545063734e-10
.0468750	1.967446270065377478e-03 7.247556477162298005e-01 9.221962054939414344e-06 -8.946310892099518242e-06 -1.629536688625699206e-10 1.580828793118493912e-10
.0546875	1.967368221305471933e-03 7.247557234320575192e-01 1.075852892210016343e-05 -1.043694917512993925e-05 -2.217833843795591628e-10 2.151541546135949095e-10
.0625000	1.967278168891385074e-03 7.247558107927463134e-01 1.229489882470513606e-05 -1.192739661348696245e-05 -2.896541575081457535e-10 2.809962588859460667e-10
.0703125	1.967176114471749955e-03 7.247559097966990160e-01 1.383104364205411940e-05 -1.341762596496209881e-05 -3.665618460996222900e-10 3.556051787811931660e-10
.0781250	1.967062059914864627e-03 7.247560204421051866e-01 1.536693526044130564e-05 -1.490760998734685927e-05 -4.525017564951938907e-10 4.389763665965662783e-10
.0859375	1.966936007308637494e-03 7.247561427269421097e-01 1.690254557382142586e-05 -1.639732145974903688e-05 -5.474686438827758829e-10 5.311047405784364190e-10
.0937500	1.966797958960520096e-03 7.247562766489737962e-01 1.843784648483670630e-05 -1.788673314706556994e-05 -6.514567125653903115e-10 6.319846852759215075e-10
.1015625	1.966647917397439452e-03 7.247564222057522043e-01 1.997280990537197987e-05 -1.937581783550967884e-05 -7.644596163913775605e-10 7.416100518364832366e-10
.1093750	1.966485885365720429e-03 7.247565793946161294e-01 2.150740775772042035e-05 -2.086454833261086605e-05 -8.864704591432516326e-10 8.599741584941478884e-10
.1171875	1.966311865831000746e-03 7.247567482126923144e-01 2.304161197538845407e-05 -2.235289742458235196e-05 -1.017481794948205175e-09 9.870697908759274824e-10
.1250000	1.966125861978142066e-03 7.247569286568947833e-01 2.457539450376189372e-05 -2.384083794026992109e-05 -1.157485628830445893e-09 1.122889202593291447e-09
.1328125	1.965927877211131550e-03 7.247571207239255076e-01 2.610872730116065021e-05 -2.532834271562478534e-05 -1.306473417092002377e-09 1.267424115604654120e-09
.1406250	1.965717915152978643e-03 7.247573244102741841e-01 2.764158233964364442e-05 -2.681538457949272924e-05 -1.464436068053243280e-09 1.420665720896496876e-09
.1484375	1.965495979645605351e-03 7.247575397122182350e-01 2.917393160581371880e-05 -2.830193640335210148e-05 -1.631363942407038315e-09 1.582604678839194758e-09
.1562500	1.965262074749726980e-03 7.247577666258232520e-01 3.070574710162254917e-05 -2.978797105157582337e-05 -1.807246854030331209e-09 1.753231120125709097e-09
.1640625	1.965016204744731137e-03 7.247580051469428852e-01 3.223700084539760091e-05 -3.127346140985309830e-05 -1.992074070535921078e-09 1.932534645907035860e-09
.1718750	1.964758374128545027e-03 7.247582552712190651e-01 3.376766487259152960e-05 -3.275838039940026647e-05 -2.185834314034629332e-09 2.120504328936290320e-09
.1796875	1.964488587617498408e-03 7.247585169940821137e-01 3.529771123658709264e-05 -3.424270092011738598e-05 -2.388515761680976249e-09 2.317128714076633176e-09
.1875000	1.964206850146181342e-03 7.247587903107508556e-01 3.682711200961308329e-05 -3.572639592164250644e-05 -2.600106046682926346e-09 2.522395818825851332e-09
.1953125	1.963913166867291976e-03 7.247590752162328398e-01 3.835583928357699790e-05 -3.720943837492995954e-05 -2.820592258900856271e-09 2.736293134567580452e-09
.2031250	1.963607543151481716e-03 7.247593717053244511e-01 3.988386517092545880e-05 -3.869180124382864960e-05 -3.049960945766816749e-09 2.958807626803894500e-09
.2109375	1.963289984587188695e-03 7.247596797726107987e-01 4.141116180547688153e-05 -4.017345752771461775e-05 -3.288198113116092285e-09 3.189925736438726086e-09
.2187500	1.962960496980468636e-03 7.247599994124666045e-01 4.293770134336516442e-05 -4.165438025438561453e-05 -3.535289226127558287e-09 3.429633380569452679e-09
.2265625	1.962619086354819645e-03 7.247603306190554262e-01 4.446345596359480012e-05 -4.313454247295567257e-05 -3.791219209945406969e-09 3.677915952954302859e-09
.2343750	1.962265758950996596e-03 7.247606733863307671e-01 4.598839786917885419e-05 -4.461391724674967918e-05 -4.055972451511014506e-09 3.934758325687682031e-09
.2421875	1.961900521226821181e-03 7.247610277080352992e-01 4.751249928794387678e-05 -4.609247766040880379e-05 -4.329532799114411030e-09 4.200144849496601278e-09
.2500000	1.961523379856987184e-03 7.247613935777020844e-01 4.903573247325154760e-05 -4.757019683410135258e-05 -4.611883565244224311e-09 4.474059355014104129e-09
.2578125	1.961134341732853181e-03 7.247617709886539084e-01 5.055806970497012109e-05 -4.904704790931191383e-05 -4.903007525732805555e-09 4.756485154159273899e-09
.2656250	1.960733413962237846e-03 7.247621599340038356e-01 5.207948329019607137e-05 -5.052300405594678523e-05 -5.202886922651695724e-09 5.047405040186081596e-09
.2734375	1.960320603869198774e-03 7.247625604066557647e-01 5.359994556414227063e-05 -5.199803845812311920e-05 -5.511503463901946141e-09 5.346801290190273400e-09
.2812500	1.959895918993812165e-03 7.247629723993037620e-01 5.511942889102616761e-05 -5.347212434969605965e-05 -5.828838325668828246e-09 5.654655665038310887e-09
.2890625	1.959459367091942981e-03 7.247633959044332830e-01 5.663790566481918809e-05 -5.494523498583703258e-05 -6.154872152539514923e-09 5.970949410983861443e-09
.2968750	1.959010956135009019e-03 7.247638309143205060e-01 5.815534831019042450e-05 -5.641734363592831869e-05 -6.489585059868963466e-09 6.295663261248752175e-09
.3046875	1.958550694309735881e-03 7.247642774210334426e-01 5.967172928328379200e-05 -5.788842361909019019e-05 -6.832956633671117337e-09 6.628777436565870048e-09
.3125000	1.958078590017911513e-03 7.247647354164312716e-01 6.118702107235640675e-05 -5.935844828286462871e-05 -7.184965933241249865e-09 6.970271646822290831e-09
.3203125	1.957594651876129466e-03 7.247652048921654488e-01 6.270119619902758679e-05 -6.082739098900447061e-05 -7.545591492015280822e-09 7.320125092122876198e-09
