#1_r	2_rho_self 3_rho_dist 4_j_self 5_j_dist 6_D_rho_shell_self 7_D_rho_shell_dist
.0000000	8.688433497262827709e-02 6.442671292926893667e-01 2.119968952198902912e-04 -1.967199407317821169e-04 0.000000000000000000e+00 0.000000000000000000e+00
.0078125	8.688102272803405191e-02 6.442702028551319238e-01 8.479390898443739388e-04 -7.868853941843667599e-04 -2.497339158424871885e-09 2.317574316217374716e-09
.0156250	8.687108675185760409e-02 6.442794236304369981e-01 1.695684233954608544e-03 -1.573628733893883691e-03 -9.987452612043591604e-09 9.268579497163644110e-09
.0234375	8.685452931662988874e-02 6.442947893112102031e-01 2.543041560486791752e-03 -2.360005731063097301e-03 -2.246462982009145353e-08 2.084786356335133481e-08
.0312500	8.683135420893976775e-02 6.443162964812266802e-01 3.389817345456513920e-03 -3.145858064215190097e-03 -3.991935829390503054e-08 3.704684429269189483e-08
.0390625	8.680156672799088646e-02 6.443439403595259130e-01 4.235818086510079183e-03 -3.931011144786111799e-03 -6.233833121109811531e-08 5.785351583226017386e-08
.0468750	8.676517368358219184e-02 6.443777148021659906e-01 5.080850576621998016e-03 -4.715290640653790888e-03 -8.970445806515848676e-08 8.325245794674530851e-08
.0546875	8.672218339351339678e-02 6.444176123044762505e-01 5.924721977649483051e-03 -5.498522540037242834e-03 -1.219968783424274532e-07 1.132248478953368248e-07
.0625000	8.667260568041645907e-02 6.444636240038089658e-01 6.767239893656906702e-03 -6.280533215196726360e-03 -1.591909782102796205e-07 1.477484749272228859e-07
.0703125	8.661645186801529561e-02 6.445157396827878582e-01 7.608212444028872312e-03 -7.061149485949158588e-03 -2.012584102073234035e-07 1.867977573819068749e-07
.0781250	8.655373477681510552e-02 6.445739477730521028e-01 8.447448336306173644e-03 -7.840198682963261945e-03 -2.481671159098297944e-07 2.303437623836224375e-07
.0859375	8.648446871922424450e-02 6.446382353594932724e-01 9.284756938686022920e-03 -8.617508710763388535e-03 -2.998813515605825376e-07 2.783542281029305823e-07
.0937500	8.640866949411057929e-02 6.447085881849841105e-01 1.011994835221052824e-02 -9.392908110520181708e-03 -3.563617166348010342e-07 3.307935885819368919e-07
.1015625	8.632635438079580559e-02 6.447849906555960242e-01 1.095283348252795719e-02 -1.016622612242201740e-02 -4.175651853120321709e-07 3.876230010856929533e-07
.1093750	8.623754213249069933e-02 6.448674258463029663e-01 1.178322411123744473e-02 -1.093729274777643923e-02 -4.834451408328455198e-07 4.488003759624170781e-07
.1171875	8.614225296917445152e-02 6.449558755071684857e-01 1.261093296678161835e-02 -1.170593881067816255e-02 -5.539514127083933943e-07 5.142804089980935122e-07
.1250000	8.604050856992259688e-02 6.450503200700132833e-01 1.343577379482052692e-02 -1.247199601925075285e-02 -6.290303167380529438e-07 5.840146162071491224e-07
.1328125	8.593233206468699203e-02 6.451507386555597190e-01 1.425756142806555715e-02 -1.323529702652592732e-02 -7.086246978116151052e-07 6.579513710712348181e-07
.1406250	8.581774802553245041e-02 6.452571090810492738e-01 1.507611185554580402e-02 -1.399567549076152773e-02 -7.926739754589462570e-07 7.360359441513253702e-07
.1484375	8.569678245733459987e-02 6.453694078683303026e-01 1.589124229126426258e-02 -1.475296613526921874e-02 -8.811141920828902665e-07 8.182105450748623443e-07
.1562500	8.556946278794409777e-02 6.454876102524099712e-01 1.670277124217633968e-02 -1.550700480771638468e-02 -9.738780638609158676e-07 9.044143668316806791e-07
.1640625	8.543581785782224103e-02 6.456116901904686012e-01 1.751051857552088364e-02 -1.625762853890933002e-02 -1.070895034254420083e-06 9.945836323671386977e-07
.1718750	8.529587790915320322e-02 6.457416203713299829e-01 1.831430558542201936e-02 -1.700467560090856978e-02 -1.172091330075595430e-06 1.088651643410294582e-06
.1796875	8.514967457443935184e-02 6.458773722253833283e-01 1.911395505871293921e-02 -1.774798556454015852e-02 -1.277390020054731721e-06 1.186548831512830369e-06
.1875000	8.499724086458480821e-02 6.460189159349525312e-01 1.990929134000207767e-02 -1.848739935631016351e-02 -1.386711075891788940e-06 1.288202811228629373e-06
.1953125	8.483861115647442497e-02 6.461662204451070757e-01 2.070014039591061561e-02 -1.922275931453754083e-02 -1.499971435678411208e-06 1.393538435440575569e-06
.2031250	8.467382118005375990e-02 6.463192534749088169e-01 2.148632987844134590e-02 -1.995390924491147189e-02 -1.617085069676633731e-06 1.502477852714570052e-06
.2109375	8.450290800491780385e-02 6.464779815290897513e-01 2.226768918747801251e-02 -2.068069447520315407e-02 -1.737963048395698772e-06 1.614940566686158490e-06
.2187500	8.432591002641469380e-02 6.466423699101545575e-01 2.304404953236538489e-02 -2.140296190925283781e-02 -1.862513612869421080e-06 1.730843497422895955e-06
.2265625	8.414286695127232152e-02 6.468123827309019136e-01 2.381524399252921143e-02 -2.212056008022500464e-02 -1.990642247098648516e-06 1.850101044669614331e-06
.2343750	8.395381978275497092e-02 6.469879829273582628e-01 2.458110757712628214e-02 -2.283333920296115593e-02 -2.122251752606096852e-06 1.972625152997906607e-06
.2421875	8.375881080535790835e-02 6.471691322721173645e-01 2.534147728368552066e-02 -2.354115122555811013e-02 -2.257242325005606377e-06 2.098325378697581010e-06
.2500000	8.355788356904793324e-02 6.473557913880805259e-01 2.609619215570546658e-02 -2.424384988009364861e-02 -2.395511632502689522e-06 2.227108958468094039e-06
.2578125	8.335108287305809105e-02 6.475479197625875205e-01 2.684509333919216090e-02 -2.494129073239292893e-02 -2.536954896369394762e-06 2.358880879768215019e-06
.2656250	8.313845474924493051e-02 6.477454757619355297e-01 2.758802413809746668e-02 -2.563333123097066846e-02 -2.681464973108660740e-06 2.493543952798589560e-06
.2734375	8.292004644501700661e-02 6.479484166462741168e-01 2.832483006863562025e-02 -2.631983075502120073e-02 -2.828932438482994138e-06 2.630998884041417862e-06
.2812500	8.269590640584359442e-02 6.481566985848733475e-01 2.905535891246113778e-02 -2.700065066139956116e-02 -2.979245673140482717e-06 2.771144351331571555e-06
.2890625	8.246608425735235670e-02 6.483702766717541754e-01 2.977946076866011538e-02 -2.767565433072149972e-02 -3.132290949849547947e-06 2.913877080309817163e-06
.2968750	8.223063078702577688e-02 6.485891049416753207e-01 3.049698810455936382e-02 -2.834470721236925783e-02 -3.287952522249640138e-06 3.059091922339476606e-06
.3046875	8.198959792550503112e-02 6.488131363864678702e-01 3.120779580530808062e-02 -2.900767686855232341e-02 -3.446112715055989289e-06 3.206681933621311944e-06
.3125000	8.174303872751173539e-02 6.490423229717104947e-01 3.191174122220541420e-02 -2.966443301732368809e-02 -3.606652015564364735e-06 3.356538455645221649e-06
.3203125	8.149100735239686588e-02 6.492766156537350675e-01 3.260868421977924925e-02 -3.031484757450186862e-02 -3.769449166515741964e-06 3.508551196758489369e-06
.3281250	8.123355904432684460e-02 6.495159643969579122e-01 3.329848722157002783e-02 -3.095879469452711419e-02 -3.934381260070268339e-06 3.662608314869900055e-06
.3359375	8.097075011211729567e-02 6.497603181915235782e-01 3.398101525459651384e-02 -3.159615081029443218e-02 -4.101323832919519557e-06 3.818596501159348147e-06
.3437500	8.070263790872432563e-02 6.500096250712578128e-01 3.465613599251060606e-02 -3.222679467177158585e-02 -4.270150962495833599e-06 3.976401064772474778e-06
.3515625	8.042928081040406907e-02 6.502638321319157422e-01 3.532371979739590273e-02 -3.285060738356548882e-02 -4.440735363961252964e-06 4.135906018431612510e-06
.3593750	8.015073819555099122e-02 6.505228855497203755e-01 3.598363976020024779e-02 -3.346747244135173105e-02 -4.612948488259789285e-06 4.296994164782219795e-06
.3671875	7.986707042322560568e-02 6.507867306001809959e-01 3.663577173978893597e-02 -3.407727576705354977e-02 -4.786660620736356374e-06 4.459547183610368539e-06
.3750000	7.957833881138276499e-02 6.510553116771813364e-01 3.727999440060525416e-02 -3.467990574297630246e-02 -4.961740980612959065e-06 4.623445719651044770e-06
.3828125	7.928460561481093238e-02 6.513285723123306559e-01 3.791618924890993725e-02 -3.527525324471270096e-02 -5.138057820949200234e-06 4.788569470996649234e-06
.3906250	7.898593400279421695e-02 6.516064551945660588e-01 3.854424066759776224e-02 -3.586321167275485777e-02 -5.315478529197506603e-06 4.954797278113006110e-06
.3984375	7.868238803650780266e-02 6.518889021899980651e-01 3.916403594957529322e-02 -3.644367698306893999e-02 -5.493869728067011654e-06 5.122007213253638992e-06
.4062500	7.837403264615840082e-02 6.521758543619898818e-01 3.977546532967402015e-02 -3.701654771631979202e-02 -5.673097376899179427e-06 5.290076670195561104e-06
